,名称,大类,中类,小类,省,市,区,经度,纬度
533,广发银行(陈涌支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.371077,22.918682
534,中国建设银行(东兴支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.379582,22.928484
535,广州农商银行(傍西支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.405599,22.944321
536,广州银行(番禺支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.362002,22.940451
537,广州农商银行(东晟明珠支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.388146,22.928526
538,上海浦东发展银行(番禺支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.379888,22.93532
539,广州农商银行(傍江分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.408804,22.945644
540,中国工商银行(番禺兴泰支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.378283,22.932456
541,广发银行(番禺支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.365799,22.939976
542,中国邮政储蓄银行(东城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.378537,22.935393
543,广州农商银行(南村支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.392383,23.006983
544,中国邮政储蓄银行(南村邮局营业部),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.392307,23.007541
545,中国农业银行(广州番禺南村支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.391048,23.00852
546,中国工商银行(广州南村支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.394236,23.003199
547,广州农村商业银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.395532,23.016581
548,中国银行(广州雅居乐支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.378784,23.00454
549,中国建设银行ATM(南村医院北),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.390145,23.007464
550,中国建设银行(番禺南村支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.3839,23.002889
551,广州农商银行(坑头支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.397003,22.983458
552,广州农商银行(金山分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.418815,22.988492
553,广州农商银行(江南支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.370446,22.991764
554,中国工商银行(广州大学城支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.400845,23.037757
555,招商银行ATM(雅居乐剑桥郡社区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.384667,23.022191
556,广州农商银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.366011,23.009502
557,中国建设银行ATM(番禺南村支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.384087,23.002976
558,中国银行(新造支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.416242,23.036616
559,中国农业银行(广州雅居乐支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.362396,23.009195
560,中国建设银行(雅居乐支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.363825,23.009376
561,广州农商银行(清华坊分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.383018,23.002717
562,招商银行(天安支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.367406,22.97941
563,广州农商银行(剑桥郡分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.383877,23.022908
564,兴业银行(广州雅居乐社区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.366228,23.009592
565,中国农业银行(广州番禺新造支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.418388,23.036703
566,中国工商银行(广州大学城中环支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.375503,23.039756
567,中国邮政储蓄银行(新造营业所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.418174,23.035506
568,广州农商银行(潭洲支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.389865,22.781693
569,中国农业银行(潭洲支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.389262,22.783513
570,中国邮政储蓄银行(广州潭洲支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.394022,22.787921
571,新华村镇银行(兴业路),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.40064,22.795129
572,中国工商银行(大岗支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.409688,22.804208
573,中国建设银行(南沙大岗支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.401354,22.79561
574,广州农商银行(豪岗分社),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.403992,22.799286
575,九江银行(广州南沙大岗社区支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.399876,22.794443
576,广州农商银行(阳光支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.40052,22.794982
577,中国邮政储蓄银行(大岗支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.406389,22.799695
578,中国银行(大岗支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.409296,22.804199
579,中国农业银行(大岗支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.4048,22.801115
580,广州农商银行(灵山支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.41284,22.808584
581,中国邮政储蓄银行(灵山储蓄所),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.412788,22.809366
582,广州农商银行(荟萃分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.401406,22.803722
583,广州农商银行(大岗支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.41115,22.804865
584,广州农商银行(东隆支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.437177,22.77506
585,广州农商银行(雁沙支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.38595,22.856638
586,广州农商银行(九比分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.390666,22.837753
587,广州农商银行(太石支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.402645,22.892317
588,广州农商银行(大简分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.411113,22.869595
589,中国建设银行,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.409621,22.888824
590,广州农村商业银行(海丰分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.429125,22.860134
591,广州农商银行(东湾支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.402774,22.888615
592,中国农业银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.40312,22.889081
593,广州农商银行(大同分理处),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,南沙区,113.394696,22.892761
594,广州农商银行(桥南支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.369154,22.922151
595,中国银行(广州番禺石基支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.43635,22.955726
596,中国邮政储蓄银行(番禺支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.360934,22.92091
597,广州农商银行(大东支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.366388,22.936614
598,中国农业银行(福景支行),金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.359885,22.918139
599,中国工商银行ATM,金融保险服务,金融保险服务机构,金融保险机构,广东省,广州市,番禺区,113.369368,22.947201
