,鲜一鲜农庄,餐饮服务,中餐厅,中餐厅.1,广东省,广州市,花都区,113.238339,23.412032
863,兰州牛肉拉面,餐饮服务,快餐厅,快餐厅,广东省,广州市,南沙区,113.40923,22.86815
864,陶记美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.409049,22.868038
865,广州市南沙区东涌镇大简村九记家乡菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.410469,22.869363
866,佬俵土菜馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.38852,22.838483
867,第五道菜天地1号,餐饮服务,快餐厅,快餐厅,广东省,广州市,南沙区,113.389171,22.841887
868,沙县小吃,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.389072,22.841855
869,胜记海鲜农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.388365,22.876876
870,南沙长者爱心饭堂,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.387639,22.83843
871,西丫农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.378272,22.831915
872,新记原味汤粉王隆江猪脚饭潮汕卤味,餐饮服务,快餐厅,快餐厅,广东省,广州市,南沙区,113.409145,22.868099
873,阿梅小吃店,餐饮服务,快餐厅,快餐厅,广东省,广州市,南沙区,113.3835,22.864277
874,烧烤岁月,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.386738,22.83809
875,云浮肠粉,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.410353,22.869161
876,田源美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.435829,22.878051
877,沙县小吃,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.380827,22.874127
878,常见面馆,餐饮服务,快餐厅,快餐厅,广东省,广州市,南沙区,113.409723,22.868498
879,食为鲜,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.422134,22.861223
880,嘟市基(太石店),餐饮服务,快餐厅,快餐厅,广东省,广州市,南沙区,113.404634,22.886153
881,北雪农家饺子馆(南沙店),餐饮服务,中餐厅,特色/地方风味餐厅,广东省,广州市,南沙区,113.40526,22.886379
882,嘉渔苑,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.419818,22.893139
883,湖南大碗菜,餐饮服务,中餐厅,湖南菜(湘菜),广东省,广州市,南沙区,113.405527,22.886467
884,华记饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,南沙区,113.389498,22.881036
885,君姐饭店,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,从化区,113.401446,23.607332
886,牛家庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.395828,23.603394
887,君威私房菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.401473,23.607328
888,石咀玮峰美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.370064,23.596163
889,味味香食店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.430538,23.553806
890,沿江炭锅城,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.431028,23.612607
891,东和美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.431188,23.612107
892,燕燕饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.413608,23.706507
893,九记餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.413143,23.710659
894,回味鸡快餐厅(龙潭大道店),餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.413357,23.712707
895,荔景饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.411991,23.666488
896,常进美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.415676,23.667938
897,天天饼店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.410728,23.666195
898,醋香园农庄(龙潭店),餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.413054,23.667515
899,香港烧腊,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.407529,23.662222
900,玲记美食店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.415004,23.670718
901,杭州小笼包,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.41383,23.669314
902,趣味牛杂,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.415353,23.66968
903,澳门烧腊快餐,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.413453,23.668865
904,超顺饮食店,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.412834,23.666549
905,龙聚湘菜馆,餐饮服务,中餐厅,湖南菜(湘菜),广东省,广州市,从化区,113.414618,23.649108
906,俊发川菜馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.415935,23.650732
907,缘来有鱼,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.409815,23.66564
908,郴州湘菜馆,餐饮服务,中餐厅,湖南菜(湘菜),广东省,广州市,从化区,113.414664,23.649011
909,品螺居柳州螺蛳粉,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.414086,23.668672
910,早餐快餐,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.415869,23.650587
911,恩连烧腊,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.410882,23.666188
912,老赵川菜馆,餐饮服务,中餐厅,四川菜(川菜),广东省,广州市,从化区,113.4172,23.652681
913,丰味干货汤料,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.413937,23.668744
914,蓝景饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.412083,23.666473
915,老北京炸酱面,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.414699,23.669151
916,鱼蛋先生,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.414403,23.669106
917,纯正石磨肠粉,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.411599,23.666219
918,飞记早餐店,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.413409,23.666636
919,小食店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.415409,23.669451
920,潮记饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.414993,23.671437
921,顺记美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.413046,23.666571
922,0距离,餐饮服务,外国餐厅,外国餐厅,广东省,广州市,从化区,113.414547,23.66895
923,潖江美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.414574,23.66713
924,荣记早餐快餐,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.413392,23.668686
925,兴洪美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.413487,23.668528
926,昭铭冰鲜店,餐饮服务,中餐厅,海鲜酒楼,广东省,广州市,从化区,113.423756,23.619415
927,兄弟美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.417393,23.623197
928,鲜汤饭煲仔饭蒸饭,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.414797,23.673032
929,回味鸡快餐厅(鳌头分店),餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.415797,23.635857
930,放心包子店,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.414322,23.668774
931,沙县小吃,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.414106,23.670609
932,桂苑农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.405847,23.414282
933,牛一家小食店,餐饮服务,快餐厅,快餐厅,广东省,广州市,花都区,113.408374,23.414187
934,红蜜杨桃,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.391691,23.423091
935,小长沙湘菜馆(大观村店),餐饮服务,中餐厅,湖南菜(湘菜),广东省,广州市,花都区,113.411102,23.417601
936,劲鸟欢乐餐厅(花都北兴店),餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.41938,23.42252
937,东记烧烤档,餐饮服务,中餐厅,综合酒楼,广东省,广州市,花都区,113.414841,23.407055
938,黄记海鲜超市,餐饮服务,中餐厅,海鲜酒楼,广东省,广州市,花都区,113.418946,23.42192
939,蛇仔烧烤,餐饮服务,中餐厅,综合酒楼,广东省,广州市,花都区,113.410136,23.402001
940,湘知乡遇(湘菜馆),餐饮服务,中餐厅,湖南菜(湘菜),广东省,广州市,花都区,113.377889,23.420132
941,新莘田美食,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.410941,23.406921
942,28江湖酒馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.411506,23.407053
943,88江湖酒馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.4116,23.407204
944,隆记火锅店,餐饮服务,中餐厅,火锅店,广东省,广州市,花都区,113.412436,23.409127
945,富丽庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.420068,23.429791
946,威记烧腊威威烧腊店,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.420233,23.423321
947,鑫龙猪肚鸡,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.420103,23.4261
948,丰源拉肠,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.420262,23.423281
949,田螺鸡煲,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.410178,23.403348
950,旺记旺烧鸡,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.421309,23.425428
951,百味香餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.405645,23.429945
952,顺德渔村,餐饮服务,中餐厅,中餐厅,广东省,广州市,白云区,113.398046,23.387293
953,潇湘大院湘菜馆,餐饮服务,中餐厅,湖南菜(湘菜),广东省,广州市,花都区,113.418756,23.421849
954,驿站农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,白云区,113.407804,23.393264
955,大醋情,餐饮服务,中餐厅,中餐厅,广东省,广州市,白云区,113.383145,23.393657
956,金麟湘菜馆,餐饮服务,中餐厅,湖南菜(湘菜),广东省,广州市,花都区,113.421457,23.424004
957,潮汕老字号隆江猪脚饭,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.421262,23.424153
958,兰州拉面,餐饮服务,快餐厅,快餐厅,广东省,广州市,花都区,113.420513,23.425031
959,壹湘情园,餐饮服务,中餐厅,湖南菜(湘菜),广东省,广州市,花都区,113.42233,23.425498
960,重庆酸菜鱼,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.422927,23.424641
961,荣记煲仔粥,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.419057,23.422119
962,小麦农家菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,白云区,113.372454,23.405635
963,顺德人家,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.421896,23.425161
964,湘川粤饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.406149,23.430441
965,开饭(钟升横路店),餐饮服务,中餐厅,中餐厅,广东省,广州市,白云区,113.404961,23.382269
966,桃香馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.388148,23.525553
967,陶塘农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.362114,23.479544
968,大安山庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.366984,23.47284
969,狮前饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.414918,23.524393
970,简舍私房菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.413465,23.523254
971,伟哥荔枝园农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.365822,23.472936
972,意大利餐厅,餐饮服务,外国餐厅,意式菜品餐厅,广东省,广州市,花都区,113.415309,23.461594
973,美茵阁西餐厅,餐饮服务,外国餐厅,西餐厅(综合风味),广东省,广州市,花都区,113.41566,23.460403
974,狮前新海农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.413151,23.521558
975,家源农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.362196,23.478312
976,桃源中餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.416022,23.460124
977,兄弟小院,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.410718,23.522709
978,广州富力空港假日酒店-园味全日餐厅,餐饮服务,外国餐厅,西餐厅(综合风味),广东省,广州市,花都区,113.35897,23.456232
979,振辉美食山庄,餐饮服务,中餐厅,火锅店,广东省,广州市,花都区,113.416715,23.453966
980,洪哥烧鹅庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.364231,23.47684
981,金集园私房菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.35875,23.488707
982,满堂客川菜馆,餐饮服务,中餐厅,四川菜(川菜),广东省,广州市,花都区,113.360291,23.467152
983,金港城牛道家黃牛馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.359199,23.456959
984,喜庆宴席,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.362297,23.479433
985,聚友庄私房菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.364101,23.471762
986,橙子厨房酸菜鱼,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.360539,23.457219
987,鲁记粉馆湖南常德津市牛肉米粉,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.359353,23.457186
988,王记外婆香冒菜,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.358572,23.457175
989,沙县小吃,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.359118,23.456944
990,饺功坊(金港城店),餐饮服务,中餐厅,特色/地方风味餐厅,广东省,广州市,花都区,113.359044,23.45739
991,福建蒸饺王,餐饮服务,快餐厅,快餐厅,广东省,广州市,花都区,113.41768,23.45646
992,小渔儿酸菜鱼,餐饮服务,快餐厅,快餐厅,广东省,广州市,花都区,113.359102,23.457295
993,宵魂小龙虾,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.358811,23.456964
994,沙县小吃,餐饮服务,快餐厅,快餐厅,广东省,广州市,花都区,113.417752,23.456511
995,狮前李家饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.428241,23.527816
996,湘德人家,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.359527,23.456811
997,粤饺皇(金港城店),餐饮服务,快餐厅,快餐厅,广东省,广州市,花都区,113.35921,23.457003
998,富力空港假日酒店-滋味館,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.358945,23.456139
999,华莱士(富力金港城店),餐饮服务,快餐厅,快餐厅,广东省,广州市,花都区,113.358816,23.456882
1000,至尊比萨(富力金港城),餐饮服务,快餐厅,快餐厅,广东省,广州市,花都区,113.359063,23.457009
1001,煲掌柜烤伙计海鲜烧烤,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.359155,23.456932
1002,手工披萨,餐饮服务,外国餐厅,意式菜品餐厅,广东省,广州市,花都区,113.359459,23.457096
1003,老北京炸酱面,餐饮服务,中餐厅,中餐厅,广东省,广州市,花都区,113.358828,23.456866
1004,广府金汤,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.475152,23.479521
1005,粤湘缘,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.496751,23.479166
1006,莲塘山庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.483505,23.474996
1007,榕树湾,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.505098,23.491255
1008,根据地休闲农庄,餐饮服务,中餐厅,广东菜(粤菜),广东省,广州市,从化区,113.479821,23.480783
1009,荔枝皇农家乐,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.505734,23.491658
1010,川香饭店,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.494715,23.48171
1011,湘川快餐店,餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.494619,23.481506
1012,东北饺子,餐饮服务,中餐厅,特色/地方风味餐厅,广东省,广州市,从化区,113.502252,23.475139
1013,广州东方夏湾拿酒店中餐厅,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.50036,23.47312
1014,养生粤膳,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.4787,23.473672
1015,娟姐农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.505234,23.492552
1016,聚友农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.49808,23.46498
1017,健达鸽庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.497545,23.468604
1018,本盈农家菜馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.504344,23.4691
1019,有南农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.50634,23.469581
1020,五分钱小酒馆,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.501434,23.473647
1021,炳记农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.515045,23.516306
1022,新记农庄,餐饮服务,中餐厅,中餐厅,广东省,广州市,从化区,113.505989,23.454103
1023,回味鸡快餐厅(太平店),餐饮服务,快餐厅,快餐厅,广东省,广州市,从化区,113.49662,23.460583
