,百世快递(沙井分部),生活服务,物流速递,物流速递.1,广东省,深圳市,宝安区,113.782577,22.722213
657,中国电信,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,宝安区,113.921582,22.584882
658,圆通速递业务代理点,生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.930363,22.584992
659,广东怀远物流实业有限公司,生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.936829,22.56425
660,一本物流,生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.949023,22.56776
661,路擎二手车服务,生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.934739,22.560449
662,中国移动(科技园服务厅),生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,南山区,113.944709,22.548969
663,神彩·彩联物流中心,生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.929384,22.553991
664,高新邮政支局,生活服务,邮局,邮局,广东省,深圳市,南山区,113.943631,22.543367
665,中铁物流集团有限公司,生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.932297,22.549427
666,顺丰速运(深圳南山朗山路营业部),生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.935776,22.558778
667,互联易电商物流园,生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.938615,22.557531
668,深圳市方跃物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.925018,22.55901
669,宏达货运,生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.922951,22.558882
670,菜鸟驿站(深圳建工村13栋127号店),生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.924595,22.563007
671,菜鸟驿站(深圳南山建工村37号长兴旺店),生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.9257,22.56441
672,优速快递,生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.940212,22.564731
673,深圳市鼎通国际货运代理,生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.929776,22.553605
674,彩联物流中心,生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.930007,22.552966
675,京东快递(深圳建功营业部),生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.93044,22.553819
676,深圳川越物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.939876,22.56634
677,明辉物流,生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.941747,22.563226
678,信丰物流(深圳科技园分公司),生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.929876,22.55166
679,安能物流,生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.942467,22.563495
680,中国电信(高新区营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,南山区,113.945227,22.541859
681,大为配送,生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.922218,22.557053
682,中国电信(豪方天际办理点),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,南山区,113.921289,22.555642
683,深圳华溢仓储运输有限公司,生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.942032,22.563414
684,德邦快递(玉泉路店),生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.924835,22.546611
685,中国邮政(深圳市南油支局),生活服务,邮局,邮局,广东省,深圳市,南山区,113.927329,22.513861
686,马士基(中国)航运有限公司深圳分公司,生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.930336,22.519882
687,天威视讯,生活服务,电讯营业厅,电讯营业厅,广东省,深圳市,南山区,113.931983,22.513458
688,中国移动沟通100南油服务厅(南油服营厅),生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,南山区,113.931847,22.515201
689,中海通海运有限公司,生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.930336,22.519882
690,中国电信(海岸城营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,南山区,113.934002,22.518229
691,中国联通(深圳南商路营业厅),生活服务,电讯营业厅,中国联通营业厅,广东省,深圳市,南山区,113.928689,22.513728
692,菜鸟驿站(全家南山茂业店),生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.93032,22.5197
693,顺丰速运,生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.933842,22.487158
694,百世快递,生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.93215,22.485199
695,中通快递,生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.928967,22.486008
696,中国电信(蛇口营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,南山区,113.922389,22.494169
697,德邦,生活服务,物流速递,物流速递,广东省,深圳市,光明区,113.959579,22.795152
698,菜鸟驿站(深圳光明迳口新村39栋102店),生活服务,物流速递,物流速递,广东省,深圳市,光明区,113.96805,22.76462
699,深圳市蓼城物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,光明区,113.952137,22.76141
700,极兔速递,生活服务,物流速递,物流速递,广东省,深圳市,光明区,113.952288,22.752817
701,八达运输公司,生活服务,物流速递,物流速递,广东省,深圳市,光明区,113.951691,22.761374
702,深圳市立科汽车运输服务有限公司,生活服务,物流速递,物流速递,广东省,深圳市,光明区,113.951675,22.753476
703,深圳白沙物流光明仓库,生活服务,物流速递,物流速递,广东省,深圳市,光明区,113.982624,22.722576
704,深圳白沙物流光明仓库,生活服务,物流速递,物流仓储场地,广东省,深圳市,光明区,113.98126,22.721602
705,中国电信,生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,宝安区,113.968568,22.705451
706,深圳市金皖汽车运输服务有限公司,生活服务,物流速递,物流速递,广东省,深圳市,光明区,113.971023,22.732897
707,中通快运,生活服务,物流速递,物流速递,广东省,深圳市,光明区,113.984147,22.729169
708,锦坤物流,生活服务,物流速递,物流速递,广东省,深圳市,光明区,113.984366,22.728987
709,恒汇智能物流,生活服务,物流速递,物流速递,广东省,深圳市,光明区,113.984147,22.729169
710,沛达捷运,生活服务,物流速递,物流速递,广东省,深圳市,光明区,113.984536,22.729239
711,百世快递,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.964842,22.708422
712,广东都市物流光明分公司,生活服务,物流速递,物流速递,广东省,深圳市,光明区,113.985079,22.728629
713,德邦快递(大水坑营业部),生活服务,物流速递,物流速递,广东省,深圳市,光明区,113.985301,22.729318
714,腾讯王卡驿站,生活服务,电讯营业厅,电讯营业厅,广东省,深圳市,宝安区,113.966157,22.707714
715,深圳市荣力物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,光明区,113.975372,22.733772
716,深圳市飞龙世纪物流公明仓库,生活服务,物流速递,物流仓储场地,广东省,深圳市,光明区,113.982554,22.724664
717,丰巢快递柜,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.969101,22.707006
718,深圳市德友物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.972728,22.704271
719,深圳市少年军校邮局,生活服务,邮局,邮局,广东省,深圳市,光明区,113.960453,22.738507
720,深圳捷能国际物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.962808,22.707316
721,菜鸟驿站(深圳石岩裕同民营路10号店),生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.965507,22.707498
722,中通快递,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.966745,22.703571
723,壹运通,生活服务,物流速递,物流速递,广东省,深圳市,光明区,113.988514,22.731871
724,铭新物流,生活服务,物流速递,物流速递,广东省,深圳市,光明区,113.988514,22.731871
725,壹米滴答,生活服务,物流速递,物流速递,广东省,深圳市,光明区,113.989013,22.732091
726,中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,光明区,113.987838,22.736743
727,菜鸟驿站(明浪路),生活服务,物流速递,物流速递,广东省,深圳市,光明区,113.9889,22.732056
728,京东货运分拣中心,生活服务,物流速递,物流速递,广东省,深圳市,光明区,113.988946,22.732071
729,深圳市大和兴搬迁运输有限公司,生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.966359,22.683243
730,龙华区新围物流园,生活服务,物流速递,物流仓储场地,广东省,深圳市,龙华区,113.977359,22.690373
731,中国邮政(水田支局),生活服务,邮局,邮局,广东省,深圳市,宝安区,113.962857,22.683395
732,盛辉物流大浪分公司,生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.976348,22.687919
733,金捷达物流,生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.977105,22.687788
734,龙华致远物流,生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.976748,22.688063
735,尊龙物流(华宁路),生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.977274,22.688075
736,浙商物流,生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.97699,22.687745
737,伟超捷快运,生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.976898,22.688186
738,八骏货运香港专线,生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.976834,22.68791
739,创越物流(罗泰路),生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.977382,22.688218
740,深达山物流,生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.977139,22.690429
741,中国电信(石岩汇邦名都店),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,宝安区,113.970618,22.690914
742,鸿运达物流,生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.97663,22.688194
743,龙兴物流,生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.977072,22.68857
744,顺亿北方物流,生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.976969,22.688415
745,鑫金达物流,生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.976698,22.688395
746,金链物流,生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.977092,22.688637
747,中国电信(上横朗营业厅),生活服务,电讯营业厅,中国电信营业厅,广东省,深圳市,龙华区,113.98181,22.677971
748,深圳东风快运,生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.977248,22.688011
749,创世通达物流,生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.977517,22.688482
750,景光物流(兴强苑山庄南),生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.976699,22.68844
751,骏安物流,生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.976707,22.688545
752,韵达速递,生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.97677,22.688544
753,中铁快运,生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.976716,22.688595
754,菜鸟驿站(深圳石岩捷家宝路5号店),生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.965511,22.685528
755,浩亚物流,生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.977122,22.688513
756,中通快递,生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.979823,22.677579
757,东日昇物流,生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.976878,22.688759
758,壹米滴答孟源物流(华宁路),生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.977234,22.687977
759,中国邮政,生活服务,邮局,邮局,广东省,深圳市,宝安区,113.969835,22.691674
760,深圳市新星物流有限公司,生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.976791,22.688692
761,中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,宝安区,113.970629,22.692101
762,顺丰速运(水田新村路店),生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.960808,22.681314
763,菜鸟驿站(深圳石岩捷家宝路7号服务中心店),生活服务,物流速递,物流速递,广东省,深圳市,宝安区,113.965487,22.685409
764,菜鸟快递,生活服务,物流速递,物流速递,广东省,深圳市,龙华区,113.977345,22.674237
765,捷诚丰物流,生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.970742,22.631701
766,中国移动,生活服务,电讯营业厅,中国移动营业厅,广东省,深圳市,南山区,113.970631,22.629055
767,菜鸟驿站(王京坑佰利捷便利店),生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.971472,22.629558
768,优速快递(深圳南山十二部),生活服务,物流速递,物流速递,广东省,深圳市,南山区,113.971997,22.627616
