,健源商品店,购物服务,便民商店/便利店,便民商店/便利店.1,广东省,深圳市,宝安区,113.773965,22.726737
1201,南社便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.522599,22.478158
1202,妞妞便利店烧烤清吧,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.54544,22.491345
1203,西涌第一站,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.545308,22.491603
1204,阿文士多店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.545695,22.49215
1205,友琪便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.50944,22.588949
1206,富隆百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.473082,22.592197
1207,陈苗小商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.50895,22.593932
1208,百纳海士多店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.508,22.589561
1209,达宏杂货店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.475387,22.590857
1210,生生便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.511234,22.590232
1211,毛驴假期便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.510255,22.589747
1212,新联商贸(大鹏店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.477368,22.588388
1213,天福便利店(大鹏建设路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.474748,22.591625
1214,自由人士多店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.509715,22.589609
1215,美乐购生活超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.508774,22.588224
1216,诗泳善,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.509583,22.589367
1217,美宜佳(较场尾店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.508904,22.588342
1218,天福便利店(深圳大鹏岭澳花园店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.47853,22.588331
1219,宏兴批发部,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.483565,22.581761
1220,维他便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.510587,22.589458
1221,怡海便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.508883,22.586414
1222,八达百百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.510167,22.588807
1223,为人民服务士多店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.508172,22.588443
1224,711便利店较场尾店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.509081,22.587099
1225,海边超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.510321,22.587776
1226,鸿泰杨便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.510976,22.588464
1227,易购站便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.511161,22.58869
1228,维客超市,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.509048,22.586368
1229,如佳平价商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.507702,22.587183
1230,沙滩便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.509267,22.586224
1231,天福便利店(大鹏海边店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.508896,22.586115
1232,铭兴商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.479439,22.594312
1233,怡雄自选商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.481388,22.587168
1234,陈坤百货商行,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.566668,22.549301
1235,7-ELEVEn,购物服务,便民商店/便利店,7-ELEVEn便利店,广东省,深圳市,龙岗区,114.571395,22.544367
1236,华利通商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.569795,22.545318
1237,金沙湾商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.569501,22.545521
1238,树先生商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.571497,22.544683
1239,周姐商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.570925,22.544547
1240,新星商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.575495,22.544544
1241,新园居商店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.575582,22.544444
1242,海生便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.573146,22.544068
1243,码头百货(杨梅坑店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.572161,22.544722
1244,四达百货,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.570968,22.544643
1245,日新商店(新东路店),购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.573282,22.54406
1246,红鑫便利店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.582407,22.488576
1247,怡景康士多店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.582603,22.488541
1248,金辉士多店,购物服务,便民商店/便利店,便民商店/便利店,广东省,深圳市,龙岗区,114.581416,22.491364
